"남부",이천시,162,10,-,97,95,2,-,2,53,6889,647,-,5256,5181,75,-,179,807,168,10,-,97,95,2,-,2,59,7550,704,-,5808,5713,95,-,183,855,174,11,-,102,100,2,-,2,59,8112,705,-,6270,6176,94,-,185,952,176,11,-,102,100,2,1,2,60,8290,-,-,717,-,6427,6329,98,16,183,947,174,12,-,97,2,1,3,59,8207,...,...,763,-,6278,67,18,197,884,173,12,-,97,2,1,4,57,7885,...,...,732,-,5995,57,19,221,861,173,12,-,95,2,1,6,57,8140,…,…,735,-,6140,56,20,303,886,176,12,-,94,2,1,7,60,8278,4302,3976,704,-,6281,52,20,337,884,175,12,-,93,3,1,8,58,8041,4155,3886,680,-,5982,119,20,381,859,166,13,-,88,3,1,8,53,7631,3971,3660,759,-,5591,135,20,394,732,158,17,-,82,2,1,8,48,7127,3757,3370,881,-,5192,45,16,391,602
"남부",안성시,248,8,3,80,75,5,-,1,156,6631,480,190,4137,3880,257,-,38,1786,248,8,3,79,74,5,-,1,157,7031,468,197,4158,3907,251,-,45,2163,246,9,3,79,74,5,-,1,154,7703,545,191,4512,4237,275,-,62,2393,242,9,4,77,72,5,-,1,151,7288,-,-,555,256,4180,3904,276,-,62,2235,241,9,3,72,5,-,1,151,7194,...,...,523,193,3967,260,-,64,2187,229,9,3,69,5,-,2,141,6981,...,...,537,183,3949,251,-,118,1943,221,9,3,69,4,-,3,133,6956,…,…,531,195,4020,214,-,164,1832,208,12,3,66,4,-,2,121,6949,3619,3330,680,194,4070,186,-,124,1695,193,12,3,63,4,-,2,109,6783,3531,3252,696,195,4064,175,-,123,1530,180,14,3,63,4,-,2,94,6556,3411,3145,738,198,4022,179,-,110,1309,164,14,3,58,4,-,-,85,5976,3080,2896,773,198,3667,153,-,-,1185
"남부",김포시,195,12,8,50,50,-,-,2,123,6017,721,645,2571,2571,-,-,54,2026,231,16,8,57,57,-,-,2,148,7068,948,628,3070,3070,-,-,52,2370,330,17,8,69,69,-,-,3,233,9690,1005,681,3859,3859,-,-,104,4041,373,19,8,85,85,-,1,4,256,10802,-,-,1121,645,4542,4542,-,13,130,4351,411,20,8,99,-,1,4,279,12485,...,...,1145,611,5594,-,14,143,4978,408,20,7,103,-,1,3,274,12249,...,...,1167,529,5641,-,12,137,4763,394,21,7,102,-,1,3,260,12311,…,…,1254,542,5833,-,14,141,4527,407,22,7,103,-,1,4,270,13180,6731,6449,1280,557,6193,-,18,162,4970,447,27,7,108,-,1,3,301,14233,7256,6977,1615,513,6475,-,19,135,5476,444,34,7,111,-,1,3,288,14621,7547,7074,2149,489,6609,-,17,128,5229,440,43,7,111,-,1,3,275,14117,7216,6901,2702,416,6228,-,15,111,4645
"남부",화성시,579,20,8,184,176,8,1,6,360,17589,1041,713,9286,8833,453,27,518,6004,615,23,8,198,190,8,1,6,379,19065,1239,697,10201,9736,465,24,527,6377,661,23,8,200,192,8,-,6,424,21993,1248,676,11759,11318,441,-,529,7781,724,24,8,207,199,8,-,7,478,22912,-,-,1361,648,12088,11674,414,-,573,8242,713,25,8,198,8,-,5,469,22605,...,...,1379,600,11529,385,-,494,8218,748,27,8,204,8,-,6,495,22370,...,...,1466,570,11040,349,-,507,8438,759,32,8,220,8,-,7,484,23545,…,…,1776,551,11860,293,-,571,8494,792,38,8,226,8,-,9,503,25308,13014,12294,1994,547,12844,309,-,642,8972,834,44,8,241,6,-,9,526,26730,13812,12918,2385,508,13634,242,-,697,9264,896,77,8,252,5,-,9,545,28533,14778,13755,3984,435,13874,214,-,703,9323,866,98,8,241,5,-,10,504,27121,14152,12969,4889,386,12592,156,-,943,8155
"남부",광주시,256,9,1,96,94,2,1,1,148,8195,724,47,5238,5109,129,-,46,2140,306,9,1,112,110,2,2,1,181,9566,725,35,6003,5857,146,44,56,2703,359,9,1,123,121,2,2,1,223,11579,725,46,7212,7060,152,46,60,3490,402,11,1,142,140,2,2,1,245,12546,-,-,877,40,7935,7842,93,44,65,3585,392,11,1,142,3,2,1,232,13151,...,...,856,57,8339,206,44,61,3588,366,11,1,140,5,2,2,205,13313,...,...,870,57,8654,410,44,74,3204,336,12,1,135,5,2,2,179,13735,…,…,882,56,9373,395,44,86,2899,337,13,1,141,5,2,2,173,14408,7527,6881,1047,57,9896,448,40,85,2835,345,13,1,144,5,2,2,178,14912,7757,7155,1067,54,10289,438,40,97,2927,346,22,1,141,5,2,2,173,15216,7825,7391,1397,54,10316,417,35,115,2882,333,26,1,135,5,2,2,162,14093,7190,6903,1495,45,9622,394,31,105,2401
"남부",여주군,69,1,2,49,47,2,-,-,17,2948,76,165,2452,2409,43,-,-,255,69,1,2,48,46,2,-,-,18,2970,72,160,2458,2411,47,-,-,280,72,1,2,48,46,2,-,-,21,3117,78,159,2554,2505,49,-,-,326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"남부",여주시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,1,2,47,45,2,-,-,25,3099,-,-,79,167,2461,2411,50,-,-,392,77,1,2,47,2,-,-,25,3150,...,...,78,162,2460,47,-,-,403,78,1,2,48,2,-,1,24,3049,...,...,78,158,2369,43,-,28,373,75,1,2,45,2,-,1,24,3119,…,…,79,157,2409,40,-,45,389,74,1,2,43,2,-,1,25,3036,1568,1468,79,158,2301,37,-,48,413,73,1,2,44,2,-,1,23,2883,1478,1405,79,155,2170,35,-,46,398,70,2,2,44,2,-,1,19,2744,1431,1313,122,155,2054,39,-,52,322,73,5,2,43,2,-,1,20,2387,1223,1164,137,146,1722,30,-,45,307
"남부",양평군,44,8,1,30,28,2,-,-,5,1843,497,49,1229,1129,100,-,-,68,48,9,1,30,28,2,-,1,7,2126,558,49,1422,1318,104,-,8,89,59,9,1,35,33,2,-,1,13,2543,624,49,1649,1526,123,-,10,211,63,9,1,38,36,2,-,1,14,2726,-,-,622,50,1851,1718,133,-,4,199,64,9,1,37,2,-,1,14,2804,...,...,621,47,1780,138,-,4,214,61,10,1,34,2,-,1,13,2823,...,...,722,49,1726,140,-,3,183,60,10,1,33,2,-,2,12,2826,…,…,740,49,1685,138,-,49,165,61,10,1,33,2,-,2,13,2925,1503,1422,737,47,1727,139,-,74,201,55,10,1,30,2,-,1,11,2902,1508,1394,735,43,1763,115,-,70,176,51,10,1,28,1,-,1,10,2714,1392,1322,701,43,1704,46,-,63,157,53,11,1,29,1,-,1,10,2525,1315,1210,712,47,1587,41,-,6,132
"북부",소계,3451,129,18,1028,996,32,7,17,2252,90843,7340,1199,49257,47422,1835,165,918,31964,3587,139,17,1064,1033,31,8,19,2340,96540,7797,1058,52566,50739,1827,179,963,33977,3778,142,17,1081,1050,31,11,24,2503,107912,8328,1081,57414,55577,1837,234,1211,39644,3840,147,17,1113,1079,34,10,26,2527,105747,-,-,8300,1081,57821,55796,2025,222,1372,36951,3758,159,17,1089,37,12,33,2411,106407,...,...,9022,982,56362,2007,232,1623,36179,3541,164,17,1070,37,13,43,2197,102935,-,-,9537,902,55021,1944,295,2120,33116,3334,174,16,1031,35,13,56,2009,101411,-,-,10063,883,54115,1945,305,2669,31431,3178,183,16,1000,33,13,63,1870,100791,52081,48710,10546,847,53495,1832,400,3101,30570,3097,206,17,981,32,13,70,1778,99315,51506,47809,11408,842,52835,1749,390,3360,28731,2913,255,17,918,31,13,71,1608,94715,49167,45548,14090,807,49189,1497,378,3365,25389,2764,290,15,868,28,13,72,1478,88664,46114,42550,15808,652,45038,1300,347,3348,22171
"북부",의정부시,586,11,1,160,156,4,1,2,411,13731,966,50,6885,6649,236,19,148,5663,588,12,1,157,153,4,1,2,415,13911,967,53,6966,6749,217,20,149,5756,591,12,1,161,157,4,1,2,414,14951,1086,56,7445,7223,222,20,157,6187,587,12,1,161,157,4,1,2,410,14123,-,-,1070,56,7297,7071,226,20,174,5506,572,12,1,157,4,1,2,395,13936,...,...,1030,44,7115,176,19,175,5377,523,12,1,152,4,1,2,351,13453,...,...,1046,46,7055,198,18,202,4888,484,12,1,149,4,1,5,312,13307,…,…,1030,52,7196,202,18,304,4505,452,12,1,144,4,1,5,285,13242,6838,6404,1024,47,7327,185,20,326,4313,449,13,1,146,3,1,6,279,13313,6931,6382,1039,44,7479,174,20,337,4220,426,23,1,138,3,1,6,254,12996,6830,6166,1326,50,7287,183,11,348,3791,403,33,1,129,2,1,7,230,12066,6339,5727,1890,27,6451,95,13,356,3234
"북부",동두천시,131,8,1,49,47,2,-,-,73,3683,519,43,2084,1997,87,-,-,1037,128,8,1,47,45,2,-,-,72,3787,518,42,2176,2097,79,-,-,1051,128,8,1,47,45,2,-,-,72,3958,521,36,2270,2196,74,-,-,1131,128,8,1,47,45,2,-,-,72,3792,-,-,496,36,2215,2134,81,-,-,1045,129,8,1,46,2,-,-,72,3808,...,...,479,34,2169,84,-,-,1042,124,8,1,46,2,-,-,67,3623,...,...,482,34,2045,76,-,-,986,123,8,1,46,2,-,-,66,3583,…,…,490,34,2005,83,-,-,971,117,8,1,43,2,-,-,63,3420,1784,1636,491,34,1954,71,-,-,870,109,8,1,43,2,-,-,55,3265,1717,1548,483,34,1900,68,-,-,780,97,8,1,39,2,-,-,47,2954,1560,1394,502,35,1726,58,-,-,633,84,8,1,37,1,-,-,37,2580,1363,1217,498,31,1500,37,-,-,514
"북부",고양시,985,36,3,194,191,3,5,8,739,21880,1936,175,9584,9336,248,126,392,9667,1035,36,3,209,206,3,5,8,774,23580,2096,167,10339,10097,242,120,400,10458,1134,37,3,215,212,3,5,10,864,27841,2166,172,11990,11753,237,131,483,12899,1182,39,3,239,236,3,5,11,885,28008,-,-,2291,172,12749,12512,237,133,527,12136,1114,47,3,240,3,6,15,800,28956,...,...,2768,211,13386,222,133,671,11565,1002,48,3,237,3,8,20,683,28201,...,...,3013,202,13316,224,193,948,10305,917,50,3,226,3,9,23,603,27618,…,…,3149,202,13197,223,232,1124,9491,855,51,3,222,2,8,25,544,27270,14043,13227,3284,205,13143,183,200,1261,8994,817,59,3,216,2,8,28,501,26382,13603,12779,3392,200,12960,186,191,1311,8142,769,71,3,206,2,8,29,450,25807,13290,12517,4390,191,12159,188,206,1291,7382,717,82,2,190,2,8,27,406,23566,12172,11394,4929,130,10825,166,174,1202,6140
"북부",구리시,147,7,-,53,50,3,-,1,86,4128,445,-,2309,2162,147,-,53,1321,151,7,-,51,48,3,-,1,92,4295,448,-,2332,2184,148,-,53,1462,175,7,-,53,50,3,-,1,114,5245,447,-,2739,2594,145,-,56,2003,173,6,-,53,50,3,-,1,113,5120,-,-,422,-,2767,2551,216,-,55,1876,173,6,-,50,3,-,1,113,5112,...,...,418,-,2525,201,-,51,1917,167,6,-,50,3,-,1,107,4933,...,...,420,-,2530,194,-,46,1743,167,9,-,47,3,-,2,106,4913,…,…,584,-,2300,165,-,62,1802,169,9,-,47,3,-,2,108,5096,2662,2434,625,-,2354,164,-,89,1864,169,12,-,45,3,-,2,107,5339,2810,2529,821,-,2377,185,-,86,1870,157,12,-,41,3,-,2,99,5137,2655,2482,852,-,2290,182,-,92,1721,152,14,-,37,3,-,2,96,4716,2416,2300,936,-,1995,147,-,87,1551
"북부",남양주시,622,20,4,202,194,8,-,2,394,18807,911,331,11087,10414,673,-,54,6424,649,22,3,217,208,9,1,2,404,20650,1033,211,12540,11773,767,20,63,6783,677,23,3,221,212,9,3,2,425,22911,1181,211,13851,13078,773,43,69,7556,699,25,3,236,225,11,2,2,431,23362,-,-,1148,211,14656,13772,884,33,69,7245,718,28,3,234,13,3,1,436,23648,...,...,1342,199,13814,918,43,56,7276,710,31,3,233,13,3,1,426,22538,...,...,1569,170,13082,870,51,52,6744,683,35,3,229,12,2,1,401,22247,…,…,1705,165,12854,931,23,48,6521,656,42,3,229,11,2,2,367,22134,11474,10660,2138,153,12564,878,33,54,6314,658,50,4,223,11,2,2,366,22070,11409,10661,2594,206,12285,815,35,59,6076,619,73,4,207,10,2,2,321,19722,10281,9441,3605,174,10397,596,31,60,4859,620,74,4,207,10,2,2,321,19722,10281,9441,3605,174,10397,596,31,60,4859
"북부",파주시,471,9,5,156,155,1,1,3,297,12145,503,338,6793,6755,38,20,246,4245,511,14,5,171,170,1,1,4,316,13424,658,351,7414,7375,39,19,261,4721,533,15,5,171,170,1,2,5,335,15410,767,375,8200,8161,39,40,355,5673,537,15,5,167,166,1,2,6,342,14850,-,-,776,375,7771,7733,38,36,428,5464,529,16,5,166,1,2,8,331,14674,...,...,789,328,7551,38,37,499,5432,511,16,5,163,1,1,10,315,14434,...,...,781,296,7644,39,33,554,5087,493,16,5,163,1,1,10,297,14525,…,…,813,286,7748,39,32,609,4998,481,17,5,156,1,1,13,288,14624,7573,7051,805,248,7745,38,32,759,4997,467,17,5,154,1,1,14,275,14505,7551,6954,858,210,7705,39,33,911,4749,438,21,5,144,1,1,14,252,14239,7358,6881,1176,229,7522,28,27,915,4342,408,26,5,136,1,1,15,224,13112,6792,6320,1523,175,6834,17,25,966,3572
"북부",양주군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,252,16,-,87,2,-,5,142,7624,3957,3667,865,-,4406,66,-,157,2130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"북부",양주시,291,15,-,106,104,2,-,-,170,8843,844,-,5528,5411,117,-,-,2471,303,15,-,109,108,1,-,-,179,9001,832,-,5621,5579,42,-,-,2548,303,15,-,108,107,1,-,-,180,9255,839,-,5596,5551,45,-,-,2820,296,15,-,105,103,2,-,-,176,8396,-,-,811,-,5189,5117,72,-,-,2396,294,15,-,103,3,-,1,172,8284,...,...,858,-,4988,97,-,21,2320,284,16,-,101,3,-,1,163,8072,...,...,894,-,4827,91,-,30,2230,263,16,-,90,2,-,4,151,7673,…,…,912,-,4522,72,-,78,2089,123,16,-,46,4,1,6,50,4713,2451,2262,724,-,2796,122,115,255,701,247,18,-,86,2,-,6,135,7482,3883,3599,933,-,4347,61,-,180,1961,235,18,-,78,2,-,6,131,7356,3796,3560,931,-,4333,62,-,179,1851,223,23,-,73,2,-,7,118,7054,3703,3351,1156,-,4029,53,-,203,1613
"북부",포천시,147,13,-,67,62,5,-,1,66,5078,743,-,3418,3256,162,-,25,892,152,15,-,63,59,4,-,2,72,5179,730,-,3490,3328,162,-,37,922,161,15,-,65,61,4,-,3,78,5409,791,-,3533,3375,158,-,61,1024,160,16,-,65,61,4,-,3,76,5138,-,-,760,-,3366,3237,129,-,65,947,151,16,-,57,4,-,3,71,5139,...,...,773,-,3224,140,-,88,914,143,16,-,55,4,-,5,63,4928,...,...,764,-,3051,123,-,210,780,129,16,-,51,4,-,6,52,4785,…,…,759,-,2970,111,-,253,692,35,7,2,10,2,-,3,11,1145,553,592,317,110,372,39,-,112,195,110,17,-,43,4,1,6,39,4398,2305,2093,716,-,2651,98,111,258,564,104,17,-,43,4,1,6,33,4136,2196,1940,710,-,2512,70,103,273,468,94,17,-,39,3,1,6,28,3683,1932,1751,668,-,2178,74,104,266,393
"북부",연천군,35,6,3,17,15,2,-,-,9,1131,285,192,509,458,51,-,-,145,35,6,3,17,15,2,-,-,9,1196,306,163,571,528,43,-,-,156,39,6,3,18,16,2,-,1,11,1286,314,158,607,557,50,-,30,177,39,7,3,17,15,2,-,1,11,1311,-,-,307,158,630,576,54,-,54,162,40,7,3,15,2,-,2,11,1288,...,...,341,107,562,44,-,62,172,39,7,3,14,2,-,2,11,1200,...,...,334,91,491,38,-,71,175,37,7,2,12,2,-,3,11,1181,…,…,339,94,399,36,-,125,188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,7,2,10,2,-,4,10,1067,537,530,304,89,328,42,-,127,177,32,7,2,8,2,-,4,9,998,502,496,327,81,293,37,-,120,140,29,7,1,8,2,-,4,7,919,483,436,317,61,259,31,-,136,115
"북부",가평군,36,4,1,24,22,2,-,-,7,1417,188,70,1060,984,76,-,-,99,35,4,1,23,21,2,-,-,7,1517,209,71,1117,1029,88,-,-,120,37,4,1,22,20,2,-,-,10,1646,216,73,1183,1089,94,-,-,174,39,4,1,23,21,2,-,-,11,1647,-,-,219,73,1181,1093,88,-,-,174,38,4,1,21,2,-,-,10,1562,...,...,224,59,1028,87,-,-,164,38,4,1,19,2,-,1,11,1553,...,...,234,63,980,91,-,7,178,38,5,1,18,2,-,2,10,1579,…,…,282,50,924,83,-,66,174,38,5,1,16,2,-,2,12,1523,746,777,273,50,834,86,-,88,192,36,5,1,15,2,-,2,11,1494,760,734,268,59,803,81,-,91,192,36,5,1,14,2,-,2,12,1370,699,671,271,47,670,93,-,87,202,34,6,1,12,2,-,2,11,1246,633,613,286,54,570,84,-,72,180
